ID,Start_Lat,Start_Lng,State,County,City
A-307167,46.099831,-123.162994,OR,Columbia,Clatskanie
A-307530,46.16888400000001,-123.570778,OR,Clatsop,Astoria
A-307542,45.976585,-118.438225,OR,Umatilla,Milton Freewater
A-307711,46.096127,-122.973289,OR,Columbia,Rainier
A-307999,46.121574,-123.353645,OR,Columbia,Clatskanie
A-3524101,45.261265,-122.769105,OR,Clackamas,Aurora
A-3524120,45.49363,-122.56538,OR,Multnomah,Portland
A-3524179,45.37680200000001,-122.095541,OR,Clackamas,Sandy
A-3524279,42.43065,-123.06436,OR,Jackson,Gold Hill
A-3524342,45.52858,-122.687,OR,Multnomah,Portland
A-3524350,45.4383,-122.76656,OR,Washington,Portland
A-3524406,43.43632,-123.31361,OR,Douglas,Oakland
A-3524672,44.052566,-123.100521,OR,Lane,Eugene
A-3524761,44.91118,-122.98733,OR,Marion,Salem
A-3524823,45.22525200000001,-121.697647,OR,Wasco,Maupin
A-3524857,43.139325,-117.045035,OR,Malheur,Jordan Valley
A-3524858,42.97521,-117.05312,OR,Malheur,Jordan Valley
A-3524866,44.116638,-117.06264,OR,Malheur,Ontario
A-3525086,42.391442,-122.484069,OR,Jackson,Eagle Point
A-3525091,45.358475,-122.761968,OR,Washington,Tualatin
A-3525131,45.6373,-118.68272,OR,Umatilla,Pendleton
A-3525136,44.768879,-119.093575,OR,Grant,Long Creek
A-3525137,44.93522,-119.00983,OR,Grant,Long Creek
A-3525142,43.2144,-123.35565,OR,Douglas,Roseburg
A-3525154,44.803585,-117.812996,OR,Baker,Baker City
A-3525329,45.366418,-122.585149,OR,Clackamas,Oregon City
A-3525355,45.304508,-121.817605,OR,Clackamas,Government Camp
A-3525546,44.643716,-123.234383,OR,Benton,Corvallis
A-3525605,44.468477,-117.335927,OR,Baker,Huntington
A-3525606,45.685712,-121.396891,OR,Wasco,Mosier
A-3525607,45.657955,-121.214365,OR,Wasco,The Dalles
A-3525612,44.37062,-117.29574,OR,Baker,Huntington
A-3525643,45.668619,-122.868681,OR,Multnomah,Portland
A-3525663,42.741383,-121.838766,OR,Klamath,Chiloquin
A-3525719,45.574433,-122.546105,OR,Multnomah,Portland
A-3525788,45.569249,-122.162321,OR,Multnomah,Corbett
A-3525810,43.83834,-121.421839,OR,Deschutes,La Pine
A-3525830,45.86434000000001,-123.5906,OR,Clatsop,Seaside
A-3525836,45.902489,-123.756989,OR,Clatsop,Seaside
A-3525869,45.12052,-117.96124,OR,Union,North Powder
A-3525983,44.476951,-123.273106,OR,Benton,Corvallis
A-3526051,42.18273,-122.66419,OR,Jackson,Ashland
A-3526066,45.617216,-117.730836,OR,Union,Elgin
A-3526258,44.634138,-124.054854,OR,Lincoln,Newport
A-3526310,44.24744000000001,-120.964549,OR,Crook,Powell Butte
A-3526512,45.35759,-122.3589,OR,Clackamas,Eagle Creek
A-3526513,42.56379,-123.37185,OR,Josephine,Grants Pass
A-3526525,44.72133,-123.05407,OR,Linn,Albany
A-3526577,45.05241,-122.97143,OR,Marion,Salem
A-3526582,44.765772,-121.00313,OR,Jefferson,Madras
A-3526612,45.37076,-118.2957,OR,Union,La Grande
A-3526637,45.67264,-118.83541,OR,Umatilla,Pendleton
A-3526681,45.540991,-122.865503,OR,Washington,Beaverton
A-3526847,44.62879,-123.06187,OR,Linn,Albany
A-3526848,44.38549,-123.06109,OR,Linn,Halsey
A-3527197,43.92233,-123.01187,OR,Lane,Creswell
A-3527295,45.15436,-122.87757,OR,Marion,Woodburn
A-3527327,43.72507,-123.20537,OR,Douglas,Cottage Grove
A-3527367,45.91821,-119.32097,OR,Umatilla,Umatilla
A-3527447,45.690655,-121.730778,OR,Hood River,Cascade Locks
A-3527560,45.13791,-118.95729,OR,Umatilla,Pilot Rock
A-3527764,43.981065,-117.00563,OR,Malheur,Ontario
A-3527843,42.0738,-122.60562,OR,Jackson,Ashland
A-3527856,42.309305,-122.846244,OR,Jackson,Medford
A-3527940,42.76674000000001,-123.33267,OR,Douglas,Glendale
A-3528000,44.872536,-122.733146,OR,Marion,Sublimity
A-3528152,42.43794000000001,-123.28689,OR,Josephine,Grants Pass
A-3528186,45.7462,-119.10798,OR,Umatilla,Echo
A-3528217,45.29436,-118.0378,OR,Union,La Grande
A-3528242,45.823486,-119.562475,OR,Morrow,Irrigon
A-3528289,45.58195,-118.58597,OR,Umatilla,Pendleton
A-3528293,43.80485,-123.04261,OR,Lane,Cottage Grove
A-3528333,42.381755,-122.908708,OR,Jackson,Central Point
A-3528364,44.31319000000001,-123.29635,OR,Benton,Monroe
A-3528365,44.22977,-123.20459,OR,Lane,Junction City
A-3528420,44.04562,-122.902907,OR,Lane,Springfield
A-3528495,44.824692,-121.368772,OR,Jefferson,Warm Springs
A-3528496,44.962221,-121.46493,OR,Wasco,Maupin
A-3528511,44.018192,-123.978759,OR,Lane,Mapleton
A-3528798,44.26923,-121.200521,OR,Deschutes,Redmond
A-3528821,45.67407,-121.87237,OR,Hood River,Cascade Locks
